0.09,0.17
0.83,0.27
0.62,0.00
0.54,0.11
0.37,0.15
0.60,0.04
0.47,0.02
0.16,0.06
0.76,0.00
0.11,0.00
0.22,0.00
0.09,0.17
0.83,0.27
0.62,0.00
0.54,0.11
0.37,0.15
0.66,0.14
0.19,0.00
1.57,0.34
2.77,0.06
2.55,0.98
0.88,1.61
0.77,1.27
2.00,1.09
0.15,0.45
0.44,0.87
0.45,0.09
0.47,0.30
0.27,0.22
1.12,0.09
0.89,0.12
1.32,0.10
1.02,0.00
0.12,0.00
0.05,0.16
0.16,0.06
1.61,0.22
0.32,0.00
1.21,0.49
1.33,0.00
0.77,0.00
0.29,0.04
0.55,0.41
2.52,0.29
1.21,0.42
0.49,0.46
1.04,0.11
0.70,0.37
2.63,0.73
0.70,0.00
2.28,0.03
0.88,0.14
0.78,0.04
0.84,0.23
0.91,0.79
0.84,0.00
0.49,0.23
1.06,0.28
2.06,0.42
0.78,0.87
0.30,0.38
0.18,1.90
0.65,0.44
2.90,0.31
1.73,0.00
1.34,0.18
0.57,0.23
1.05,0.02
0.58,0.09
0.07,0.05
0.56,1.57
0.86,0.07
1.41,0.09
1.33,0.00
0.15,0.55
0.46,1.11
0.22,0.00
0.55,1.22
1.38,0.00
1.20,1.00
0.73,0.00
1.44,0.06
0.78,0.11
0.19,0.27
0.21,0.20
0.69,0.00
1.41,0.35
1.31,0.44
1.35,0.00
0.80,0.58
0.23,0.03
0.12,0.29
1.97,0.42
1.84,0.32
1.51,0.02
0.67,0.77
0.79,1.20
0.09,0.59
0.73,0.26
1.24,0.55
2.00,0.31
1.25,0.07
0.84,0.12
0.16,0.67
1.32,0.30
0.37,0.01
0.13,0.27
0.63,0.76
1.21,0.05
0.43,0.31
0.50,0.00
0.19,0.12
0.69,0.42
1.44,1.41
1.51,1.59
1.41,0.44
1.47,0.43
1.92,0.30
1.38,0.38
1.56,0.63
0.28,0.43
2.43,0.22
0.55,0.11
1.66,0.00
1.41,0.00
1.52,0.09
0.99,0.67
0.14,1.32
1.05,0.64
1.38,0.21
0.53,0.28
0.51,0.01
3.38,0.42
0.08,0.12
0.91,0.15
0.18,0.88
1.56,0.40
0.79,0.00
0.24,1.39
1.06,0.11
0.08,0.02
0.49,0.03
1.16,0.60
2.23,0.16
0.91,0.48
0.86,0.15
0.64,0.71
0.47,0.00
0.10,0.14
3.13,0.58
0.33,0.53
1.55,0.34
0.52,0.41
1.43,0.40
0.24,0.59
0.14,0.43
3.21,0.00
0.94,0.37
0.42,0.00
0.52,0.30
0.52,0.00
2.36,0.00
2.07,0.13
1.32,0.33
1.94,0.25
1.64,0.22
0.89,0.46
0.76,0.39
0.41,0.00
3.23,0.16
1.97,0.57
0.06,0.59
1.84,0.66
0.15,0.00
0.57,0.25
2.26,0.95
2.91,1.60
3.35,0.64
0.92,0.40
1.17,0.47
1.84,0.00
1.20,0.40
1.52,0.42
1.09,0.18
1.07,0.70
2.27,0.05
1.08,0.43
0.15,0.07
0.14,0.39
0.89,0.47
1.96,0.26
0.40,0.05
0.31,0.16
0.66,0.52
0.85,0.60
0.21,0.46
0.75,0.29
0.87,0.42
0.09,0.34
1.14,0.49
1.27,0.21
1.27,0.30
0.79,0.72
0.60,0.36
1.19,0.11
1.65,0.01
4.75,0.67
0.30,0.03
1.40,0.22
0.81,0.44
0.33,0.11
0.24,0.16
0.91,1.55
0.63,0.09
0.57,0.16
0.43,0.12
0.20,0.00
1.08,0.24
1.62,1.18
1.38,0.64
1.65,0.18
1.03,0.11
0.50,0.26
0.65,0.00
2.70,1.50
0.20,0.01
1.67,1.14
1.30,0.00
1.66,0.00
